country,str,LatLong_raw3,Lat,Long,Freq
Kerala,"Kerala  Cearala,KL,Kerala,Keralam,Keralao,Kérala,Malabaria,State of Kerala,ekaralam,ka la la bang,kelalla ju...10.41666776.5",10.41666776.5,,,1
Khánh Hòa Province,"T<U+1EC9>nh Khánh Hòa  Khanh Hoa,Khánh Hòa,Tinh Khanh Hoa,T<U+1EC9>nh Khánh Hòa12.3333333109.0","<U+1EC9>nh Khánh Hòa  Khanh Hoa,Khánh Hòa,Tinh Khanh Hoa,T<U+1EC9>nh Khánh Hòa12.3333333109.0",,,1
Kochi Prefecture,"Kochi  KCZ,Kochi,Kochi-shi,Kochin,Kochishi,Koti,Kôti,Kochi-shi,Kochishi,gao zhi,gao zhi shi,kouchi,kouchish...33.55133.533333",33.55133.533333,,,1
Kowloon Peninsula,"Kowloon  Chiu-lung,Czjulun,Kaulunas,Koulun,Kowloon,jiu long,julung,yi fa ban,<U+0426><U+0437><U+044E><U+043B><U+0443><U+043D>,<U+4E5D><U+9F8D>,<U+610F><U+6CD5><U+534A>,<U+C8FC><U+B8FD>22.3166667114.1833333","owloon  Chiu-lung,Czjulun,Kaulunas,Koulun,Kowloon,jiu long,julung,yi fa ban,<U+0426><U+0437><U+044E><U+043B><U+0443><U+043D>,<U+4E5D><U+9F8D>,<U+610F><U+6CD5><U+534A>,<U+C8FC><U+B8FD>22.3166667114.1833333",,,1
Kumamoto Prefecture,"Kyushu  Kioesjoe,Kiousou,Kiu-chiu,Kiusiu,Kiusu,Kiusuo,Kiusuo,Kiusu,Kiú-chiu,Kiušiu,Kjushu,Kjusju,Kjusu,Kjušu...32.429441130.99099",32.429441130.99099,,,1
Kuril Islands in the Pacific,"Kuril Islands  Bol'shaya Kuril'skaya,Bol’shaya Kuril’skaya,Chishima Retto,Chishima Retto,Chishima-retto,Chishima-re...46.166667152.0",46.166667152.0,,,1
Kwajalein,,,,,1
Kwajalein Atoll,"EbayeEpja,Epja,Ibae8.77478769005341167.7391880750656","bayeEpja,Epja,Ibae8.77478769005341167.7391880750656",,,1
KwaZulu-Natal between Port Edward and Port St Johns,"KwaZulu-Natal  HaZulu-Natal,Hazolo-Natala,KwaZulu-Natal,KwaZulu-Natala,KwaZulu-Natali,Kwazulu-Natal,Natal,Province ...-29.030.0",-29.030.0,,,1
L' Etang Salé-les-Bains,"Luxembourg  Bandar Luxembourg,Ciudad de Luxemburgo,Ciutat de Luxemburg,Dinas Lwcsembwrg,Gorad Ljuksemburg,LUX,Le...49.61166676.13",49.61166676.13,,,1
L'Etang-Sale,L'Étang-Salé  -21.2555.3833333,'Étang-Salé  -21.2555.3833333,,,1
L'Etang-Salé,L'Étang-Salé  -21.2555.3833333,'Étang-Salé  -21.2555.3833333,,,1
La Saline-les-Bains,"La Paz  A Paz,Chukiyawu,Chuqi Yapu,Chuqiyapu,Ciudad La Paz,Gorad La-Pas,LPB,La Pas,La Pasas,La Paz,La-Pas,La...-16.5-68.15",-84.65,,,1
Lagos ,"Lagos  Eko,Gorad Lagas,LOS,Lacupolis,Lagos,Lagos shaary,Lagosa,Lagosas,Lagoso,Laguosos,Laqos,Logos,la ge si...6.4540663.394673",6.4540663.394673,,,1
Lamu Archipelago,"LamuAmu,Antiga Cidade de Lamu,Gorad Lamu,LAU,Lama,Lamu,la mu,lamu,lamw,ramu,<U+0413><U+043E><U+0440><U+0430><U+0434> <U+041B><U+0430><U+043C><U+0443>,<U+041B><U+0430><U+043C><U+0430>,<U+041B><U+0430><U+043C><U+0443>,<U+05DC><U+05D0><U+05DE><U+05D5>,<U+0644><U+0627>...-2.27168623245091440.90201377868652",-2.27168623245091440.902013778686,,,1
Las Perlas archipelago,"Las Piedras  Las Pedras,Las Piedras,Las Piedrasas,Las Pjedras,Las-P'edras,Piedras,San Isidrio,Villa de las Piedra...-34.730198-56.219153",-90.949351,,,1
Laucala Island,"Laucala Island Airport  LUC,NFNH-16.7481002807617-179.667007446289","aucala Island Airport  LUC,NFNH-16.7481002807617-179.667007446289",,,1
Le Port,"Le Tampon  Le Tampon,Le-Tampon,Tampon,Village du Tampon,lw tampwn,<U+041B><U+0435> <U+0422><U+0430><U+043C><U+043F><U+043E><U+043D>,<U+041B><U+0435>-<U+0422><U+0430><U+043C><U+043F><U+043E><U+043D>,<U+0644><U+0648> <U+062A><U+0627><U+0645><U+067E><U+0648><U+0646>,<U+30EB>·<U+30BF><U+30F3><U+30DD><U+30F3>-21.27660155.517657","e Tampon  Le Tampon,Le-Tampon,Tampon,Village du Tampon,lw tampwn,<U+041B><U+0435> <U+0422><U+0430><U+043C><U+043F><U+043E><U+043D>,<U+041B><U+0435>-<U+0422><U+0430><U+043C><U+043F><U+043E><U+043D>,<U+0644><U+0648> <U+062A><U+0627><U+0645><U+067E><U+0648><U+0646>,<U+30EB>·<U+30BF><U+30F3><U+30DD><U+30F3>-21.27660155.517657",,,1
Leyte,Leyte  Leyte11.3666667124.5,eyte  Leyte11.3666667124.5,,,1
Leyte Island,"Leyte Island  Leyte,Leyte Island10.83267124.83537","eyte Island  Leyte,Leyte Island10.83267124.83537",,,1
Liaoning Province,"Liaoning  Liao-ning,Liaoning,Liaoning Province,Liaoning Sheng,Province de Liaoning,liao ning,liao ning sheng,<U+8FBD>...41.25122.666667",41.25122.666667,,,1
Liguaria,"Liguria  Li-ku-li-a,Li-kú-lî-â,Ligouria,Ligueria,Liguerje,Liguri,Liguria,Ligurie,Ligurien,Ligurija,Ligurio,Li...44.58.8333333",44.58.8333333,,,1
Line Islands,"Line Islands  Line Islands,Lineoyane,Lineøyane,Linjeoyene,Linjeøyene1.942-157.475","ine Islands  Line Islands,Lineoyane,Lineøyane,Linjeoyene,Linjeøyene1.942-157.475",,,1
Lomaiviti  Island Group,Lomaiviti Province  Lomaiviti Province-17.6666667178.8,omaiviti Province  Lomaiviti Province-17.6666667178.8,,,1
Lomaiviti Province,Lomaiviti Province  Lomaiviti Province-17.6666667178.8,omaiviti Province  Lomaiviti Province-17.6666667178.8,,,1
Lomaiviti Provine,Lomaiviti Province  Lomaiviti Province-17.6666667178.8,omaiviti Province  Lomaiviti Province-17.6666667178.8,,,1
"Lomaloma, Lau","Lomaloma  Lomaloma,Lomo-lomo-17.289423-178.987171","omaloma  Lomaloma,Lomo-lomo-17.289423-178.987171",,,1
Los Roques  Islands,"Los Angeles  Angelopolis,Cuidad De Los Angelos,Cuidad De los Angelos,El Pueblo de Nuestra Senora La Reina de Los ...34.0522342-118.2436849",34.0522342-118.2436849,,,1
Los Vilos,"Los Angeles  Angelopolis,Cuidad De Los Angelos,Cuidad De los Angelos,El Pueblo de Nuestra Senora La Reina de Los ...34.0522342-118.2436849",34.0522342-118.2436849,,,1
Lower San Juan River,"Lower Prince’s Quarter  Beneden Prinsen,Beneden Prinsen Kwartier,Lower Prince's Quarter,Lower Prince’s Quarter18.049872-63.037885","ower Prince’s Quarter  Beneden Prinsen,Beneden Prinsen Kwartier,Lower Prince's Quarter,Lower Prince’s Quarter18.049872-63.037885",,,1
Lucayan Archipelago,Lucayan Archipelago  Bahama Archipelago24.68695-78.01941,ucayan Archipelago  Bahama Archipelago24.68695-78.01941,,,1
Lucy,Lucy34.6528423-105.8433455,ucy34.6528423-105.8433455,,,1
Lukovo,Lukovo  41.35971220.619409,ukovo  41.35971220.619409,,,1
Madang (WO),"Madang  Friedrich Wilhelms Harbour,Friedrich-Wilhelmshafen,MAG,Madang,<U+041C><U+0430><U+0434><U+0430><U+043D><U+0433>-5.22152145.78695","adang  Friedrich Wilhelms Harbour,Friedrich-Wilhelmshafen,MAG,Madang,<U+041C><U+0430><U+0434><U+0430><U+043D><U+0433>-5.22152145.78695",,,1
Madeira,"Madeira  Autonomous Region of Madeira,Madeira,Madere,Madère,Regiao Autonoma da Madeira,Região Autónoma da Mad...32.76736725923655-16.94699093169009",32.76736725923655-16.9469909,,,1
Madeira Islands,"Madeira  Autonomous Region of Madeira,Madeira,Madere,Madère,Regiao Autonoma da Madeira,Região Autónoma da Mad...32.76736725923655-16.94699093169009",32.76736725923655-16.9469909,,,1
Mafia Island,"Mafia Island Airport  HTMA,MFA-7.91269257456757239.66588020324707","afia Island Airport  HTMA,MFA-7.91269257456757239.66588020324707",,,1
Magarita or Cubagua Islands,"La MargaritaLa Margarita,Magarita22.945614-82.488884","a MargaritaLa Margarita,Magarita22.945614-82.488884",,,1
Magdalena Department,"Departamento del Magdalena  Departamento del Magdalena,Magdalena10.0-74.5","epartamento del Magdalena  Departamento del Magdalena,Magdalena10.0-74.5",,,1
Maine,"Maine  Cenomannica,ME,Maine,Maine suyu,Majno,Mayn,Meane Shitati,Mehn,Meiin Hahoodzo,Mein,Meina,Meinas,Meins...45.5003249-69.2497714",45.5003249-69.2497714,,,1
Majorca,"MajorcaMajorca,Mallorca39.61362311364913.02003860473633","ajorcaMajorca,Mallorca39.61362311364913.02003860473633",,,1
Makira-Uluwa Province,"Mexico  Bek-se-ko,Be<U+030D>k-se-ko,Estados Unidos Mexicanos,IMekisikho,IMekisiko,Maegsaego,Maexikaen,Makasiko,Maxi...23.0-102.0",23.0-102.0,,,1
Makora-Ulawa Province,"Mexico  Bek-se-ko,Be<U+030D>k-se-ko,Estados Unidos Mexicanos,IMekisikho,IMekisiko,Maegsaego,Maexikaen,Makasiko,Maxi...23.0-102.0",23.0-102.0,,,1
Málaga ,"Málaga  AGP,Gorad Malaga,Malaca,Malaga,Malagae,Malago,Malaqa,Màlaga,Málaga,ma la jia,malaga,malaja,malaka,ma...36.7201559059499-4.42034482955933",36.7201559059499-4.4203448295,,,1
Malaita Province,"Auki  AKS,Auke,Auki,Rarasu,<U+0410><U+0443><U+043A><U+0438>-8.767778160.697778","uki  AKS,Auke,Auki,Rarasu,<U+0410><U+0443><U+043A><U+0438>-8.767778160.697778",,,1
Maldonado coast,"Maldonado  Mal'donado,Maldonadas,Maldonado,San Fernando de Maldonado,ma er duo na duo,maldonado,maldwnadw  arwg...-34.9-54.95",-89.85,,,1
Maluku Province,"Maluku  Daerah Tingkat I Maluku,Maluku,Maluku Province,Moluccas,Muluku,Propinsi Maluka,Propinsi Maluku,Provi...-3.238462130.145273",-3.238462130.145273,,,1
Manfredonia ,"Manfredonia  Manfredonia,Manfredonija,Manfredònia,manfuredonia,<U+041C><U+0430><U+043D><U+0444><U+0440><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>,<U+30DE><U+30F3><U+30D5><U+30EC><U+30C9><U+30FC><U+30CB><U+30A2>41.6306515.91876","anfredonia  Manfredonia,Manfredonija,Manfredònia,manfuredonia,<U+041C><U+0430><U+043D><U+0444><U+0440><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>,<U+30DE><U+30F3><U+30D5><U+30EC><U+30C9><U+30FC><U+30CB><U+30A2>41.6306515.91876",,,1
Mangaia Island,Mangaia  -21.92601-157.91851,angaia  -21.92601-157.91851,,,1
Manus Island,"Manus Province  Manua District,Manus,Manus Province,Provincia de Manus-2.0147.0","anus Province  Manua District,Manus,Manus Province,Provincia de Manus-2.0147.0",,,1
Marches region,"The Marches  As Marcas,Las Marcas,Le Marche,Ma-ngi-khai,Marcas,Marchas,Marche,Marches,Marchi,Marchia Anconitana,M...43.513.25",43.513.25,,,1
Marovo Lagoon,"Ozero MarovoOzero Marovo,<U+041E><U+0437><U+0435><U+0440><U+043E> <U+041C><U+0430><U+0440><U+043E><U+0432><U+043E>55.11564.4711111","zero MarovoOzero Marovo,<U+041E><U+0437><U+0435><U+0440><U+043E> <U+041C><U+0430><U+0440><U+043E><U+0432><U+043E>55.11564.4711111",,,1
Marquesas,,,,,1
Masbate,Province of Masbate  Masbate12.1666667123.5833333,rovince of Masbate  Masbate12.1666667123.5833333,,,1
Mercury Islands,"MercuryMercury-Gemilly,Mercury-Gémilly45.67452261945116.33687973022461","ercuryMercury-Gemilly,Mercury-Gémilly45.67452261945116.33687973022461",,,1
Merizo,"Merizo Municipality  Malesso,Merizo13.27125357122287144.67463672161102","erizo Municipality  Malesso,Merizo13.27125357122287144.67463672161102",,,1
Mersin Province,"Mersin  Icel,Mersin,Mersina,Mersine,Merson,Mersyna,Myrte,Mêrsîn,Zephyrium,Içel,<U+039C>e<U+03C1>s<U+03AF><U+03BD><U+03B7>,<U+041C><U+0435><U+0440><U+0441><U+0438><U+043D>36.8119634.63886","ersin  Icel,Mersin,Mersina,Mersine,Merson,Mersyna,Myrte,Mêrsîn,Zephyrium,Içel,<U+039C>e<U+03C1>s<U+03AF><U+03BD><U+03B7>,<U+041C><U+0435><U+0440><U+0441><U+0438><U+043D>36.8119634.63886",,,1
Mexico / Caribbean Sea,"Mexico  Bek-se-ko,Be<U+030D>k-se-ko,Estados Unidos Mexicanos,IMekisikho,IMekisiko,Maegsaego,Maexikaen,Makasiko,Maxi...23.0-102.0",23.0-102.0,,,1
Middle Caicos,"Middle East  Mezoriento,Midden-Oosten,Middle East,Moyen-Orient,Oriente Medio,Sudokcidenta Azio,alshrq alawst,<U+0627><U+0644><U+0634><U+0631>...33.13906047538835.8586883544922",33.13906047538835.858688,,,1
Midway Atoll,"Midway Atoll  Atol Midway,Atoll de Midway,Atolle Mintgouaie,Atollo di Midway,Iles Midvay,Islas Midway,Isole Midway...28.228-177.389",28.228-177.389,,,1
Milne Bay  Province,"Milne Bay Province  Milne Bay,Milne Bay Province-10.552621801948721150.31494140625","ilne Bay Province  Milne Bay,Milne Bay Province-10.552621801948721150.31494140625",,,1
Mindanao,"MindanaoMindanao,Pajo9.645452123.349539","indanaoMindanao,Pajo9.645452123.349539",,,1
Mindoro,MindoroMindoro17.562021120.355611,indoroMindoro17.562021120.355611,,,1
Mindoro Occidental,"Mindoro  Mindoras,Mindoro,Mintoro,min dou luo,mindolo seom,mindoro,mindoro dao,myndwrw,<U+039C><U+03B9><U+03BD>t<U+03CC><U+03C1><U+03BF>,<U+041C><U+0438><U+043D><U+0434><U+043E><U+0440><U+043E>,<U+041C><U+0456><U+043D><U+0434><U+043E><U+0440>...12.9304121.0947",12.9304121.0947,,,1
Minerva Reef,"Minerva SeamountBanco Minerva,Minerva Bank-17.03517-37.47757","inerva SeamountBanco Minerva,Minerva Bank-17.03517-37.47757",,,1
Misamis Oriental,"OzamizBulakay,Misamis,OZC,Ozamis,Ozamis City,Ozamiz,Ozamiz City,<U+041E><U+0437><U+0430><U+043C><U+0438><U+0441>8.1481123.8405","zamizBulakay,Misamis,OZC,Ozamis,Ozamis City,Ozamiz,Ozamiz City,<U+041E><U+0437><U+0430><U+043C><U+0438><U+0441>8.1481123.8405",,,1
Missouri,"Missouri  Estado de Missouri,Ipinle Missouri,MO,Mesuris,Met-su-li,Me<U+030D>t-sû-lî,Mikouli,Misoria,Misouri,Missori,M...38.2503112-92.5004614",38.2503112-92.5004614,,,1
Moala Island,"Moala Island Airport  MFJ,Moala Island Airport,NFMO-18.5665274786231179.95099067688","oala Island Airport  MFJ,Moala Island Airport,NFMO-18.5665274786231179.95099067688",,,1
Moluccas,"Maluku  Daerah Tingkat I Maluku,Maluku,Maluku Province,Moluccas,Muluku,Propinsi Maluka,Propinsi Maluku,Provi...-3.238462130.145273",-3.238462130.145273,,,1
Moorea,Moores18.02926054501751-77.18539737886219,oores18.02926054501751-77.18539737886219,,,1
Moray,Moray6.80068682360397880.5204788998934,oray6.80068682360397880.5204788998934,,,1
Moro Gulf,"Moro  Moro,Moro Local Government Area8.8449354.556713","oro  Moro,Moro Local Government Area8.8449354.556713",,,1
Mount Lebanon,"Mt Hagen  HGU,Hagen,Mount Hagen,Mt Hagen-5.85746144.23058","t Hagen  HGU,Hagen,Mount Hagen,Mt Hagen-5.85746144.23058",,,1
Mozambique Channel,"Mozambique  Colonia de Mocambique,Colónia de Moçambique,Estado de Mocambique,Estado de Moçambique,Mazambik,Mo-da...-18.2535.0",-18.2535.0,,,1
Muala,,,,,1
Mugla Province,"Mugla  Eparchia Mouglon,Mkoa wa Mugla,Mkoa wa Mugla,Mugla,Mugla Province,Mugla Vilayeti,Mugla ili,Mugla pro...37.2303283876038728.355712890625",37.2303283876038728.3557128906,,,1
Muhafazat Hadramawt,"Al Ahmadi  Ahmad,Ahmadi,Ahmedi,Al Ahmadi,Al Ahmadi,Al A<U+1E29>madi,aalaahmadi,alahmdy,<U+0627><U+0644><U+0627><U+062D><U+0645><U+062F><U+064A>,<U+0627><U+064E><U+0644><U+0623><U+064E><U+062D><U+0652><U+0645><U+064E><U+062F><U+0650><U+064A>29.076944448.0838889","l Ahmadi  Ahmad,Ahmadi,Ahmedi,Al Ahmadi,Al Ahmadi,Al A<U+1E29>madi,aalaahmadi,alahmdy,<U+0627><U+0644><U+0627><U+062D><U+0645><U+062F><U+064A>,<U+0627><U+064E><U+0644><U+0623><U+064E><U+062D><U+0652><U+0645><U+064E><U+062F><U+0650><U+064A>29.076944448.0838889",,,1
Munxar Reef,"Il-Munxar  Il-Munxar,Munxar36.02916714.225556","l-Munxar  Il-Munxar,Munxar36.02916714.225556",,,1
Nagasaki Prefecture,"Nagasaki  NGS,Nagasacium,Nagasaki,Nagasaki-shi,Nagasakis,Nagasakishi,Nagasako,Nagaszaki,Nangasaque,nagasaki,na...32.75129.883333",32.75129.883333,,,1
Namonuito Atoll,"Namonuito Atoll  Aniaima,Anonima,Bunker,Bunkey,Las Hermanas,Livingstone,Los Jardines,Lutke,Magur Islands,Namonuito Gr...8.725150.0",8.725150.0,,,1
Naples Province,"Naples  Gorad Neapal',NAP,Napels,Naples,Naplés,Napoles,Napoli,Napolo,Napols,Napoly,Nappoli,Napul,Napule,Napu...40.8521614.26811",40.8521614.26811,,,1
Near Bougainville (North Solomons),"Near Islands  Bliihi Islands,Bliinies Islands,Blijni Islands,Blijnies Islands,Blizhnie Islands,Blizhnie ostrova,Bl...52.8005556173.1316667",52.8005556173.1316667,,,1
"Near Dakar, Cap Vert Peninsula","Near Islands  Bliihi Islands,Bliinies Islands,Blijni Islands,Blijnies Islands,Blizhnie Islands,Blizhnie ostrova,Bl...52.8005556173.1316667",52.8005556173.1316667,,,1
Near the Andaman & Nicobar Islands,"Near Islands  Bliihi Islands,Bliinies Islands,Blijni Islands,Blijnies Islands,Blizhnie Islands,Blizhnie ostrova,Bl...52.8005556173.1316667",52.8005556173.1316667,,,1
Near the Fiji Islands,"Near Islands  Bliihi Islands,Bliinies Islands,Blijni Islands,Blijnies Islands,Blizhnie Islands,Blizhnie ostrova,Bl...52.8005556173.1316667",52.8005556173.1316667,,,1
Negros ,"Island of Negros  Insula Negros,Island of Negros,Los Negros Island,Negros,Negrosas,Negroso,Nenkros,Pulo ng Negros,nege...9.82646122.90234",9.82646122.90234,,,1
"New Britain, Bismarck Archipelago","New York  Aebura,Bandar Raya New York,Big Apple,Cathair Nua-Eabhrac,City of New York,Eabhraig Nuadh,Efrog Newy...40.7142691-74.0059729",40.7142691-74.0059729,,,1
New Brunswick,"New York  Aebura,Bandar Raya New York,Big Apple,Cathair Nua-Eabhrac,City of New York,Eabhraig Nuadh,Efrog Newy...40.7142691-74.0059729",40.7142691-74.0059729,,,1
"New Ireland, Bismarck Archipelago","New York  Aebura,Bandar Raya New York,Big Apple,Cathair Nua-Eabhrac,City of New York,Eabhraig Nuadh,Efrog Newy...40.7142691-74.0059729",40.7142691-74.0059729,,,1
New Mexico,"New York  Aebura,Bandar Raya New York,Big Apple,Cathair Nua-Eabhrac,City of New York,Eabhraig Nuadh,Efrog Newy...40.7142691-74.0059729",40.7142691-74.0059729,,,1
New Providence,"New York  Aebura,Bandar Raya New York,Big Apple,Cathair Nua-Eabhrac,City of New York,Eabhraig Nuadh,Efrog Newy...40.7142691-74.0059729",40.7142691-74.0059729,,,1
New Providence ,"New York  Aebura,Bandar Raya New York,Big Apple,Cathair Nua-Eabhrac,City of New York,Eabhraig Nuadh,Efrog Newy...40.7142691-74.0059729",40.7142691-74.0059729,,,1
New South Wales ,"New York  Aebura,Bandar Raya New York,Big Apple,Cathair Nua-Eabhrac,City of New York,Eabhraig Nuadh,Efrog Newy...40.7142691-74.0059729",40.7142691-74.0059729,,,1
Nice & Marseilles,"Nice  Gorad Nica,NCE,Nica,Nicaea,Nicc,Nicca,Niccae,Nice,Nicea,Nico,Nikaia,Nis,Nisa,Nissa,Nissa Maritima,Ni...43.7031261041867.26608276367188",43.7031261041867.26608276367188,,,1
Nicoya Peninsula,"Nicoya Airport  NCT,Nicoya Airport10.13948-85.44617","icoya Airport  NCT,Nicoya Airport10.13948-85.44617",,,1
Niua ,"Niu’aNiu'a,Niu’a,niu a,<U+725B><U+814C>23.41112.732778","iu’aNiu'a,Niu’a,niu a,<U+725B><U+814C>23.41112.732778",,,1
Norfolk,"Norfolk  County of Norfolk,NFK,Norfolk52.66666671.0","orfolk  County of Norfolk,NFK,Norfolk52.66666671.0",,,1
Norfolk Island,"Norfolk Island  Chitsuwa cheNorfolk,Duu<U+0257>e Norfolk,Enez Norfolk,Esanga Norfok<U+025B>,GJao Norfolk,Ile Norfolk,Ile de Norfol...-29.0333333167.95",-29.0333333167.95,,,1
North & South Carolina,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
North China,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
North Devon,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
"North of Pernambuco, Brazil","South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
North Pacific coast,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
North Palawan,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
North Region,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
North Sumatra,"South  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921","outh  Dixie,Dixieland,Southern United States33.458762686596614-90.1508149085921",,,1
Northern (Oro) Province,"Northern Africa  Africa del Norte,Afrique du Nord,Noord-Afrika,Nordafrica,Nordafrika,Norte de Africa,Norte de África,...32.953368145799329.9755859375",32.953368145799329.9,,,1
Northern Bahamas,"Northern Africa  Africa del Norte,Afrique du Nord,Noord-Afrika,Nordafrica,Nordafrika,Norte de Africa,Norte de África,...32.953368145799329.9755859375",32.953368145799329.9,,,1
Northern District,"Northern Africa  Africa del Norte,Afrique du Nord,Noord-Afrika,Nordafrica,Nordafrika,Norte de Africa,Norte de África,...32.953368145799329.9755859375",32.953368145799329.9,,,1
Northern Java,"Northern Africa  Africa del Norte,Afrique du Nord,Noord-Afrika,Nordafrica,Nordafrika,Norte de Africa,Norte de África,...32.953368145799329.9755859375",32.953368145799329.9,,,1
Northern Peloponnese,"Northern Africa  Africa del Norte,Afrique du Nord,Noord-Afrika,Nordafrica,Nordafrika,Norte de Africa,Norte de África,...32.953368145799329.9755859375",32.953368145799329.9,,,1
Northern Province,"Northern Africa  Africa del Norte,Afrique du Nord,Noord-Afrika,Nordafrica,Nordafrika,Norte de Africa,Norte de África,...32.953368145799329.9755859375",32.953368145799329.9,,,1
Northlands,"Northland  Nordia Regiono,Northland,Northland Region,Northland Toa-khu,Northland Toa-khu,Northland eskualdea,No...-35.5174.0",-35.5174.0,,,1
Northwest Italy,Pacific Northwest  Cascadia45.99696-118.49854,acific Northwest  Cascadia45.99696-118.49854,,,1
Northwest of Papua New Guinea,Pacific Northwest  Cascadia45.99696-118.49854,acific Northwest  Cascadia45.99696-118.49854,,,1
Northwest of Viti Levu,Pacific Northwest  Cascadia45.99696-118.49854,acific Northwest  Cascadia45.99696-118.49854,,,1
Noumea,Nouméa  -22.2666667166.4666667,ouméa  -22.2666667166.4666667,,,1
Off Cape Haitien,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off coast of Ecuador,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off coast of West Africa,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off Green Island,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off Ireland,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off Samar Island in the Gulf of Leyte,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off South American coast,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off the coast of South America,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
"Off the Coromandel Peninsula, North Island","Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off the western coast of peninsular Malaysia,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off Thessaly,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Off Vanua Levu,"Lama Stop OffLama Stop Off,Stop Off6.534904-58.018853","ama Stop OffLama Stop Off,Stop Off6.534904-58.018853",,,1
Okinawa Prefecture,"Okinawa  Gubernio Okinavo,Maoracht Okinawa,Mkoa wa Okinawa,Okinava,Okinavas prefektura,Okinavas prefektura,Ok...26.5127.933333",26.5127.933333,,,1
"On the Kowloon penisula, south of Sai Kung","Incheon  Chemulpo,Gorad Inchkhon,ICN,Incchon,Inch'on,Inch'on,Incheon,Incheon-si,Inchkhon,Inchkhun,Inchon,Inch...37.45646126.70515",37.45646126.70515,,,1
Open sea,Open Bay Islands  Open Bay Island-43.8666667168.8833333,pen Bay Islands  Open Bay Island-43.8666667168.8833333,,,1
Oslo Fjord,"Oslo  Asloa,Christiania (historical),Gorad Osla,Kristiania (historical),OSL,Ohoro,Oslas,Oslo,Oslo osh,Oslu...59.9127310.74609",59.9127310.74609,,,1
Pacific coast,Pacific Northwest  Cascadia45.99696-118.49854,acific Northwest  Cascadia45.99696-118.49854,,,1
Pacific Ocean,Pacific Northwest  Cascadia45.99696-118.49854,acific Northwest  Cascadia45.99696-118.49854,,,1
Pagasitikos Gulf,"Pagasitikós KólposGulf of Pagasai,Gulf of Pagasaí,Gulf of Volo,Gulf of Volos,Pagasatikos Kolpos,Pagasitikos Kolpos,Pag...39.2523.0",39.2523.0,,,1
Pamplemousses ,"Pamplemousses District  Pamplemousses,Pamplemousses District-20.095833357.5597222","amplemousses District  Pamplemousses,Pamplemousses District-20.095833357.5597222",,,1
PANAMA,"Panama  Orileede Panama,Oríl<U+1EB9>´ède Panama,Pa-na-ma,Panama,Panama nutome,Panamaa,Panamaen,Panamaja,Panamas,Pan...9.0-80.0",9.0-80.0,,,1
Panama Bay (Pacific Ocean),"Panama  Orileede Panama,Oríl<U+1EB9>´ède Panama,Pa-na-ma,Panama,Panama nutome,Panamaa,Panamaen,Panamaja,Panamas,Pan...9.0-80.0",9.0-80.0,,,1
